Rank,Category,Free_or_Paid,Platform
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Fiction on Siblings for Children,Paid,Audible Audiobooks & Originals
,Fiction on Boys for Children,Paid,Audible Audiobooks & Originals
,Humorous Fiction for Children,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Tibetan Buddhism,Paid,Audible Audiobooks & Originals
,Buddhist Philosophy & Practice,Paid,Audible Audiobooks & Originals
,Eastern Philosophy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Monster Stories for Children,Paid,Audible Audiobooks & Originals
,Greek & Roman Fairy Tales for Children,Paid,Audible Audiobooks & Originals
,Action & Adventure Fantasy for Children,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Fiction Classics for Children,Paid,Audible Audiobooks & Originals
,Fiction on Bullying for Children,Paid,Audible Audiobooks & Originals
,Fiction on Adoption for Children,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,United States Politics & Government,Paid,Audible Audiobooks & Originals
,Biographies of Politicians,Paid,Audible Audiobooks & Originals
,Politics,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Counselling & Psychotherapy,Paid,Audible Audiobooks & Originals
,Motherhood,Paid,Audible Audiobooks & Originals
,Fatherhood,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Workplace Culture,Paid,Audible Audiobooks & Originals
,Personal Success,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Small Businesses,Paid,Audible Audiobooks & Originals
,New Business Enterprises,Paid,Audible Audiobooks & Originals
,Business Careers,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Stocks,Paid,Audible Audiobooks & Originals
,Personal Finance,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Neuroscience & Neuropsychology,Paid,Audible Audiobooks & Originals
,Biological Sciences,Paid,Audible Audiobooks & Originals
,Personal Success,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Economics (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Economics Books,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Textbooks & Study Guides,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Occupational & Organisational Psychology,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Personal Development & Self-Help,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Fiction Short Stories,Paid,Audible Audiobooks & Originals
,Short Stories (Books),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,LGBT Studies,Paid,Audible Audiobooks & Originals
,Gender Issues,Paid,Audible Audiobooks & Originals
,Workplace Culture,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Transportation & Automotive (Books),Paid,Audible Audiobooks & Originals
,World History (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,History (Books),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,World History (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Economics (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Economics Books,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,World War II Historical Fiction,Paid,Audible Audiobooks & Originals
,War & Military Fiction,Paid,Audible Audiobooks & Originals
,Women's Fiction,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,E-Commerce,Paid,Audible Audiobooks & Originals
,Small Businesses,Paid,Audible Audiobooks & Originals
,Marketing (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Investing & Trading,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Textbooks & Study Guides,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Investing & Trading Options,Paid,Audible Audiobooks & Originals
,Investing & Trading Commodities,Paid,Audible Audiobooks & Originals
,Investing Analysis & Strategy,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Negotiating,Paid,Audible Audiobooks & Originals
,Economic Theory (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Theory & Philosophy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Gastrointestinal Diseases,Paid,Audible Audiobooks & Originals
,Public Health (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Anatomy & Physiology (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Contemporary Romance (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Romance (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Contemporary Fiction (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Hard Science Fiction,Paid,Audible Audiobooks & Originals
,Adventure Science Fiction,Paid,Audible Audiobooks & Originals
,Suspense,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Economics (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Business Management,Paid,Audible Audiobooks & Originals
,Investing & Trading,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Israel & Palestine History,Paid,Audible Audiobooks & Originals
,History of Judaism,Paid,Audible Audiobooks & Originals
,United States Politics & Government,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Microeconomics (Books),Paid,Audible Audiobooks & Originals
,Commerce,Paid,Audible Audiobooks & Originals
,Economics (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,E-Commerce,Paid,Audible Audiobooks & Originals
,Small Businesses,Paid,Audible Audiobooks & Originals
,Marketing (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Indian Literature (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Suspense,Paid,Audible Audiobooks & Originals
,Mysteries,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Social Media,Paid,Audible Audiobooks & Originals
,E-Commerce,Paid,Audible Audiobooks & Originals
,Marketing (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Personal Success,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Personal Development & Self-Help,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Military & War Biographies,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Biographies & Autobiographies (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,History of Hinduism,Paid,Audible Audiobooks & Originals
,Colonialism & Post-Colonialism,Paid,Audible Audiobooks & Originals
,Historical Biographies,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Fitness Stretching,Paid,Audible Audiobooks & Originals
,Ageing Health,Paid,Audible Audiobooks & Originals
,Alternative & Complementary Medicine,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,ESP,Paid,Audible Audiobooks & Originals
,Occult & Paranormal,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Mind,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Business Sales,Paid,Audible Audiobooks & Originals
,Forecasting & Strategic Planning,Paid,Audible Audiobooks & Originals
,Marketing (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Spiritualism,Paid,Audible Audiobooks & Originals
,Christianity (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Mind,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Banks & Banking (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Banks & Banking (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Animal Action & Adventure for Children,Paid,Audible Audiobooks & Originals
,Mice,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Humorous Fiction for Children,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,First Contact Science Fiction,Paid,Audible Audiobooks & Originals
,Space Exploration Science Fiction,Paid,Audible Audiobooks & Originals
,Space Opera Science Fiction,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Classic Literature,Paid,Audible Audiobooks & Originals
,Classic Fiction (Books),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Classic Literature,Paid,Audible Audiobooks & Originals
,Classic Fiction (Books),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Free,Audible Audiobooks & Originals
,Personal Success,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Social Media,Paid,Audible Audiobooks & Originals
,Popular Culture Studies,Paid,Audible Audiobooks & Originals
,Technology & Society,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Contemporary Romance (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Romance (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Fantasy Movie,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Movie,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Action & Adventure Fiction,Paid,Audible Audiobooks & Originals
,Fantasy (Books),Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Action & Adventure Fantasy for Teens,Paid,Audible Audiobooks & Originals
,Crime Fiction for Teens,Paid,Audible Audiobooks & Originals
,Thrillers & Suspense for Teens,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Exploring Asia Fiction for Children,Paid,Audible Audiobooks & Originals
,Fiction Classics for Children,Paid,Audible Audiobooks & Originals
,Fairy Tales,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Investing & Trading Options,Paid,Audible Audiobooks & Originals
,Personal Finance,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Workplace Culture,Paid,Audible Audiobooks & Originals
,Time Management & Productivity,Paid,Audible Audiobooks & Originals
,Leadership,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Meditation (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Personal Success,Paid,Audible Audiobooks & Originals
,Christianity (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Corporate Finance,Paid,Audible Audiobooks & Originals
,New Business Enterprises,Paid,Audible Audiobooks & Originals
,Microeconomics (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Leadership,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Literature & Fiction (Books),Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Business Communication (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
,Time Management & Productivity,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Analysis & Strategy,Paid,Audible Audiobooks & Originals
,,Paid,Audible Audiobooks & Originals
,Audible Audiobooks & Originals,Paid,Audible Audiobooks & Originals
,Urban Fiction,Paid,Audible Audiobooks & Originals
,Romantic Comedy,Paid,Audible Audiobooks & Originals
,Contemporary Romance (Audible Audiobooks & Originals),Paid,Audible Audiobooks & Originals
